$ emulator MultiCharts MNQ 3m 20211001-20260904 (MNQ_USD-1m.feather)
emulacia MultiCharts: 581435 barov 3m, 1744299 1m, 581435 HTF
  20000/581435 barov, 2 obchodov
  40000/581435 barov, 4 obchodov
  60000/581435 barov, 9 obchodov
  80000/581435 barov, 14 obchodov
  100000/581435 barov, 18 obchodov
  120000/581435 barov, 23 obchodov
  140000/581435 barov, 27 obchodov
  160000/581435 barov, 29 obchodov
  180000/581435 barov, 33 obchodov
  200000/581435 barov, 33 obchodov
  220000/581435 barov, 33 obchodov
  240000/581435 barov, 36 obchodov
  260000/581435 barov, 38 obchodov
  280000/581435 barov, 38 obchodov
  300000/581435 barov, 39 obchodov
  320000/581435 barov, 40 obchodov
  340000/581435 barov, 41 obchodov
  360000/581435 barov, 43 obchodov
  380000/581435 barov, 46 obchodov
  400000/581435 barov, 47 obchodov
  420000/581435 barov, 55 obchodov
  440000/581435 barov, 60 obchodov
  460000/581435 barov, 62 obchodov
  480000/581435 barov, 62 obchodov
  500000/581435 barov, 67 obchodov
  520000/581435 barov, 71 obchodov
  540000/581435 barov, 74 obchodov
  560000/581435 barov, 78 obchodov
  580000/581435 barov, 82 obchodov
hotovo: 82 obchodov, nerozhodnutelnych minut 0
kresby: {'imb_box': 17253, 'swing': 70339, 'structure': 54684, 'liq_sweep': 8926, 'session': 2543, 'sd_zone_pre': 19293, 'sd_zone_post': 19293, 'tp_box': 103, 'sl_box': 103, 'expired': 19, 'skip': 16, 'sr_level': 12, 'sr_golden': 4}
