$ emulator MultiCharts NAS100 3m 20211001-20260904 (NAS100_USD-1m.feather)
emulacia MultiCharts: 561097 barov 3m, 1682665 1m, 561097 HTF
  20000/561097 barov, 3 obchodov
  40000/561097 barov, 5 obchodov
  60000/561097 barov, 11 obchodov
  80000/561097 barov, 15 obchodov
  100000/561097 barov, 18 obchodov
  120000/561097 barov, 25 obchodov
  140000/561097 barov, 27 obchodov
  160000/561097 barov, 32 obchodov
  180000/561097 barov, 34 obchodov
  200000/561097 barov, 35 obchodov
  220000/561097 barov, 36 obchodov
  240000/561097 barov, 37 obchodov
  260000/561097 barov, 38 obchodov
  280000/561097 barov, 39 obchodov
  300000/561097 barov, 42 obchodov
  320000/561097 barov, 43 obchodov
  340000/561097 barov, 46 obchodov
  360000/561097 barov, 46 obchodov
  380000/561097 barov, 47 obchodov
  400000/561097 barov, 55 obchodov
  420000/561097 barov, 57 obchodov
  440000/561097 barov, 59 obchodov
  460000/561097 barov, 59 obchodov
  480000/561097 barov, 60 obchodov
  500000/561097 barov, 64 obchodov
  520000/561097 barov, 68 obchodov
  540000/561097 barov, 74 obchodov
  560000/561097 barov, 76 obchodov
hotovo: 76 obchodov, nerozhodnutelnych minut 0
kresby: {'imb_box': 34930, 'swing': 67179, 'structure': 54132, 'liq_sweep': 8068, 'session': 2558, 'sd_zone_pre': 21756, 'sd_zone_post': 21756, 'skip': 58, 'tp_box': 96, 'sl_box': 96, 'expired': 20, 'sr_level': 8, 'sr_golden': 6}
