$ C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\.venv\Scripts\python.exe -m tester.ftrun backtesting --config C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\deploy\freqtrade\config.tester.cfd.json --userdir C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\deploy\freqtrade\user_data --strategy IBSImbalanceStrategy --cache none --export trades --timerange 20240910-20260910 --pairs MNQ/USD --timeframe 3m --dry-run-wallet 100000.0 --fee 0.0 --timeframe-detail 1m --datadir C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\data\tester\databento\futures
2026-09-17 00:12:44,968 - freqtrade - INFO - freqtrade 2026.8
2026-09-17 00:12:45,586 - freqtrade.configuration.load_config - INFO - Using config: C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\deploy\freqtrade\config.tester.cfd.json ...
2026-09-17 00:12:45,586 - freqtrade.loggers - INFO - Enabling colorized output.
2026-09-17 00:12:45,586 - freqtrade.loggers - INFO - Logfile configured
… (skrátené) …
2026-09-17 00:12:45,590 - freqtrade.exchange.check_exchange - WARNING - Exchange "tester" is known to the ccxt library, available for the bot, but not officially supported by the Freqtrade development
2026-09-17 00:12:45,653 - freqtrade.resolvers.iresolver - INFO - Using resolved strategy IBSImbalanceStrategy from 
'C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\deploy\freqtrade\user_data\strategies\IBSImbalanceStrategy.py'...
C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\deploy\freqtrade\user_data\strategies\IBSImbalanceStrategy.json
2026-09-17 00:12:45,663 - tradebot.adapters.freqtrade.base - WARNING - ibs config: legacyPineSizing na MNQ/USD: pri SL vzdialenosti nad 500 vyjde qty=1 a limit rizika sa neuplatní — presne to robil 
2026-09-17 00:12:45,663 - tradebot.adapters.freqtrade.base - WARNING - ibs config: engMinRangePoints, ewMinWavePoints, liqSweepMinWick, minImbSizePoints, pbMinRangePoints, srClusterPoints sú v 
2026-09-17 00:12:46,272 - tradebot.strategies.ibs.freqtrade - WARNING - IBS: spotový trh — tradeDirection Indicator sa zužuje na longy
2026-09-17 00:12:46,283 - freqtrade.exchange.exchange - WARNING - Using 2 calls to get OHLCV. This can result in slower operations for the bot. Please check if you really need 1880 candles for your 
2026-09-17 00:12:48,234 - freqtrade.optimize.backtesting - INFO - Running backtesting for Strategy IBSImbalanceStrategy
2026-09-17 00:13:16,094 - tradebot.strategies.ibs.freqtrade - INFO - IBS MNQ/USD: 352281 barov, 352281 HTF barov, 75 zon, 605 signalov (270 long / 335 short)
2026-09-17 00:13:17,223 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 449802.00 na 99000.00 (22.0% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku 
2026-09-17 00:13:17,232 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 449802.00 na 99050.74 (22.0% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku 
2026-09-17 00:13:17,248 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 214016.00 na 99050.74 (46.3% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku 
2026-09-17 00:13:17,248 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 605383.50 na 99157.16 (16.4% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku 
2026-09-17 00:13:17,279 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 237720.00 na 99077.96 (41.7% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku 
2026-09-17 00:13:17,279 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 256174.75 na 98877.49 (38.6% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku 
2026-09-17 00:13:17,279 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 240543.00 na 98696.81 (41.0% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku 
2026-09-17 00:13:17,309 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 242124.00 na 98776.53 (40.8% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku 
2026-09-17 00:13:17,343 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 284550.00 na 98858.70 (34.7% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku 
2026-09-17 00:13:17,353 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 202097.50 na 98720.10 (48.8% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku 
2026-09-17 00:13:17,368 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 806160.00 na 98814.15 (12.3% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku 
2026-09-17 00:13:17,413 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 100527.50 na 98432.52 (97.9% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku 
2026-09-17 00:13:17,461 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 688347.00 na 98615.67 (14.3% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku 
