$ C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\.venv\Scripts\python.exe -m tester.ftrun backtesting --config C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\.claude\worktrees\struktura-strategia-6e810b\deploy\freqtrade\config.tester.json --userdir C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\.claude\worktrees\struktura-strategia-6e810b\deploy\freqtrade\user_data --strategy StructureStrategy --cache none --export trades --timerange 20231001-20241001 --pairs BTC/USDT:USDT --timeframe 5m --dry-run-wallet 10000 --fee 0.0005 --timeframe-detail 1m --datadir C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\.claude\worktrees\struktura-strategia-6e810b\data\tester\binance
2026-09-10 14:10:07,803 - freqtrade - INFO - freqtrade 2026.8
2026-09-10 14:10:08,518 - freqtrade.configuration.load_config - INFO - Using config: 
C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\.claude\worktrees\struktura-strategia-6e810b\deploy\freqtrade\config.tester.json ...
2026-09-10 14:10:08,519 - freqtrade.loggers - INFO - Enabling colorized output.
… (skrátené) …
2026-09-10 14:10:08,523 - freqtrade.exchange.check_exchange - WARNING - Exchange "tester" is known to the ccxt library, available for the bot, but not officially supported by the Freqtrade development
2026-09-10 14:10:22,879 - tradebot.adapters.freqtrade.base - WARNING - structure BTC/USDT:USDT: stake orezany z 10136.83 na 9653.91 (95.2% z chceneho). Limit rizika na obchod sa pri tomto SL a 
2026-09-10 14:10:28,557 - tradebot.adapters.freqtrade.base - WARNING - structure BTC/USDT:USDT: stake orezany z 12748.61 na 8173.84 (64.1% z chceneho). Limit rizika na obchod sa pri tomto SL a 
2026-09-10 14:10:28,619 - tradebot.adapters.freqtrade.base - WARNING - structure BTC/USDT:USDT: stake orezany z 8704.57 na 8260.31 (94.9% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku
2026-09-10 14:10:46,389 - tradebot.adapters.freqtrade.base - WARNING - structure BTC/USDT:USDT: stake orezany z 8969.94 na 7077.98 (78.9% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku
2026-09-10 14:10:51,456 - tradebot.adapters.freqtrade.base - WARNING - structure BTC/USDT:USDT: stake orezany z 7172.96 na 5176.75 (72.2% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku
