$ emulator MultiCharts NAS100 1m 20210103-20260904 (NAS100_USD-1m.feather)
emulacia MultiCharts: 1940333 barov 1m, 1940333 1m, 646995 HTF
  20000/1940333 barov, 20 obchodov
  40000/1940333 barov, 37 obchodov
  60000/1940333 barov, 51 obchodov
  80000/1940333 barov, 69 obchodov
  100000/1940333 barov, 90 obchodov
  120000/1940333 barov, 102 obchodov
  140000/1940333 barov, 115 obchodov
  160000/1940333 barov, 128 obchodov
  180000/1940333 barov, 144 obchodov
  200000/1940333 barov, 164 obchodov
  220000/1940333 barov, 178 obchodov
  240000/1940333 barov, 190 obchodov
  260000/1940333 barov, 199 obchodov
  280000/1940333 barov, 213 obchodov
  300000/1940333 barov, 226 obchodov
  320000/1940333 barov, 243 obchodov
  340000/1940333 barov, 260 obchodov
  360000/1940333 barov, 273 obchodov
  380000/1940333 barov, 293 obchodov
  400000/1940333 barov, 316 obchodov
  420000/1940333 barov, 327 obchodov
  440000/1940333 barov, 340 obchodov
  460000/1940333 barov, 358 obchodov
  480000/1940333 barov, 373 obchodov
  500000/1940333 barov, 385 obchodov
  520000/1940333 barov, 405 obchodov
  540000/1940333 barov, 417 obchodov
  560000/1940333 barov, 433 obchodov
  580000/1940333 barov, 449 obchodov
  600000/1940333 barov, 469 obchodov
  620000/1940333 barov, 491 obchodov
  640000/1940333 barov, 505 obchodov
  660000/1940333 barov, 524 obchodov
  680000/1940333 barov, 541 obchodov
  700000/1940333 barov, 559 obchodov
  720000/1940333 barov, 576 obchodov
  740000/1940333 barov, 585 obchodov
  760000/1940333 barov, 604 obchodov
  780000/1940333 barov, 613 obchodov
  800000/1940333 barov, 623 obchodov
  820000/1940333 barov, 636 obchodov
  840000/1940333 barov, 649 obchodov
  860000/1940333 barov, 668 obchodov
  880000/1940333 barov, 688 obchodov
  900000/1940333 barov, 705 obchodov
  920000/1940333 barov, 717 obchodov
  940000/1940333 barov, 735 obchodov
  960000/1940333 barov, 751 obchodov
  980000/1940333 barov, 766 obchodov
  1000000/1940333 barov, 781 obchodov
  1020000/1940333 barov, 794 obchodov
  1040000/1940333 barov, 808 obchodov
  1060000/1940333 barov, 828 obchodov
  1080000/1940333 barov, 844 obchodov
  1100000/1940333 barov, 862 obchodov
  1120000/1940333 barov, 882 obchodov
  1140000/1940333 barov, 898 obchodov
  1160000/1940333 barov, 916 obchodov
  1180000/1940333 barov, 933 obchodov
  1200000/1940333 barov, 955 obchodov
  1220000/1940333 barov, 975 obchodov
  1240000/1940333 barov, 997 obchodov
  1260000/1940333 barov, 1021 obchodov
  1280000/1940333 barov, 1040 obchodov
  1300000/1940333 barov, 1054 obchodov
  1320000/1940333 barov, 1065 obchodov
  1340000/1940333 barov, 1079 obchodov
  1360000/1940333 barov, 1100 obchodov
  1380000/1940333 barov, 1119 obchodov
  1400000/1940333 barov, 1131 obchodov
  1420000/1940333 barov, 1145 obchodov
  1440000/1940333 barov, 1163 obchodov
  1460000/1940333 barov, 1182 obchodov
  1480000/1940333 barov, 1206 obchodov
  1500000/1940333 barov, 1220 obchodov
  1520000/1940333 barov, 1243 obchodov
  1540000/1940333 barov, 1266 obchodov
  1560000/1940333 barov, 1282 obchodov
  1580000/1940333 barov, 1305 obchodov
  1600000/1940333 barov, 1322 obchodov
  1620000/1940333 barov, 1335 obchodov
  1640000/1940333 barov, 1360 obchodov
  1660000/1940333 barov, 1377 obchodov
  1680000/1940333 barov, 1389 obchodov
  1700000/1940333 barov, 1408 obchodov
  1720000/1940333 barov, 1425 obchodov
  1740000/1940333 barov, 1440 obchodov
  1760000/1940333 barov, 1453 obchodov
  1780000/1940333 barov, 1470 obchodov
  1800000/1940333 barov, 1486 obchodov
  1820000/1940333 barov, 1496 obchodov
  1840000/1940333 barov, 1520 obchodov
  1860000/1940333 barov, 1541 obchodov
  1880000/1940333 barov, 1561 obchodov
  1900000/1940333 barov, 1577 obchodov
  1920000/1940333 barov, 1598 obchodov
  1940000/1940333 barov, 1619 obchodov
hotovo: 1619 obchodov, nerozhodnutelnych minut 2
kresby: {'imb_box': 290068, 'swing': 232938, 'structure': 188212, 'session': 4494, 'sd_zone_pre': 25266, 'sd_zone_post': 25266, 'tp_box': 2189, 'sl_box': 2189, 'expired': 557, 'liq_sweep': 16062, 'skip': 2272, 'sr_golden': 6, 'sr_level': 2}
