$ emulator MultiCharts MNQ 1m 20250910-20260910 (MNQ_USD-1m.feather)
emulacia MultiCharts: 354180 barov 1m, 354180 1m, 0 HTF
  20000/354180 barov, 12 obchodov
  40000/354180 barov, 25 obchodov
  60000/354180 barov, 38 obchodov
  80000/354180 barov, 52 obchodov
  100000/354180 barov, 66 obchodov
  120000/354180 barov, 79 obchodov
  140000/354180 barov, 93 obchodov
  160000/354180 barov, 108 obchodov
  180000/354180 barov, 123 obchodov
  200000/354180 barov, 135 obchodov
  220000/354180 barov, 150 obchodov
  240000/354180 barov, 164 obchodov
  260000/354180 barov, 178 obchodov
  280000/354180 barov, 191 obchodov
  300000/354180 barov, 204 obchodov
  320000/354180 barov, 219 obchodov
  340000/354180 barov, 231 obchodov
hotovo: 241 obchodov, nerozhodnutelnych minut 0
kresby: {'orb_box': 258, 'orb_high': 258, 'orb_low': 258, 'orb_entry': 241}
