$ emulator MultiCharts MNQ 2m 20190505-20260904 (MNQ_USD-1m.feather)
emulacia MultiCharts: 1295139 barov 2m, 2586508 1m, 863502 HTF
  20000/1295139 barov, 1 obchodov
  40000/1295139 barov, 1 obchodov
  60000/1295139 barov, 6 obchodov
  80000/1295139 barov, 7 obchodov
  100000/1295139 barov, 9 obchodov
  120000/1295139 barov, 11 obchodov
  140000/1295139 barov, 12 obchodov
  160000/1295139 barov, 32 obchodov
  180000/1295139 barov, 40 obchodov
  200000/1295139 barov, 47 obchodov
  220000/1295139 barov, 54 obchodov
  240000/1295139 barov, 65 obchodov
  260000/1295139 barov, 79 obchodov
  280000/1295139 barov, 84 obchodov
  300000/1295139 barov, 85 obchodov
  320000/1295139 barov, 93 obchodov
  340000/1295139 barov, 101 obchodov
  360000/1295139 barov, 108 obchodov
  380000/1295139 barov, 113 obchodov
  400000/1295139 barov, 116 obchodov
  420000/1295139 barov, 120 obchodov
  440000/1295139 barov, 126 obchodov
  460000/1295139 barov, 135 obchodov
  480000/1295139 barov, 146 obchodov
  500000/1295139 barov, 161 obchodov
  520000/1295139 barov, 167 obchodov
  540000/1295139 barov, 183 obchodov
  560000/1295139 barov, 196 obchodov
  580000/1295139 barov, 207 obchodov
  600000/1295139 barov, 214 obchodov
  620000/1295139 barov, 224 obchodov
  640000/1295139 barov, 230 obchodov
  660000/1295139 barov, 238 obchodov
  680000/1295139 barov, 248 obchodov
  700000/1295139 barov, 255 obchodov
  720000/1295139 barov, 256 obchodov
  740000/1295139 barov, 263 obchodov
  760000/1295139 barov, 274 obchodov
  780000/1295139 barov, 286 obchodov
  800000/1295139 barov, 294 obchodov
  820000/1295139 barov, 306 obchodov
  840000/1295139 barov, 310 obchodov
  860000/1295139 barov, 313 obchodov
  880000/1295139 barov, 318 obchodov
  900000/1295139 barov, 321 obchodov
  920000/1295139 barov, 328 obchodov
  940000/1295139 barov, 338 obchodov
  960000/1295139 barov, 347 obchodov
  980000/1295139 barov, 354 obchodov
  1000000/1295139 barov, 357 obchodov
  1020000/1295139 barov, 363 obchodov
  1040000/1295139 barov, 377 obchodov
  1060000/1295139 barov, 387 obchodov
  1080000/1295139 barov, 393 obchodov
  1100000/1295139 barov, 397 obchodov
  1120000/1295139 barov, 401 obchodov
  1140000/1295139 barov, 406 obchodov
  1160000/1295139 barov, 412 obchodov
  1180000/1295139 barov, 416 obchodov
  1200000/1295139 barov, 430 obchodov
  1220000/1295139 barov, 445 obchodov
  1240000/1295139 barov, 449 obchodov
  1260000/1295139 barov, 458 obchodov
  1280000/1295139 barov, 466 obchodov
hotovo: 470 obchodov, nerozhodnutelnych minut 0
kresby: {'imb_box': 49712, 'swing': 158193, 'structure': 121926, 'liq_sweep': 15136, 'session': 3900, 'sd_zone_pre': 24765, 'sd_zone_post': 24765, 'skip': 844, 'tp_box': 598, 'sl_box': 598, 'expired': 127, 'sr_level': 12, 'sr_golden': 4}
