$ emulator MultiCharts NAS100 1m 20210103-20260904 (NAS100_USD-1m.feather)
emulacia MultiCharts: 1940333 barov 1m, 1940333 1m, 646995 HTF
  20000/1940333 barov, 22 obchodov
  40000/1940333 barov, 40 obchodov
  60000/1940333 barov, 54 obchodov
  80000/1940333 barov, 73 obchodov
  100000/1940333 barov, 95 obchodov
  120000/1940333 barov, 107 obchodov
  140000/1940333 barov, 122 obchodov
  160000/1940333 barov, 136 obchodov
  180000/1940333 barov, 153 obchodov
  200000/1940333 barov, 173 obchodov
  220000/1940333 barov, 189 obchodov
  240000/1940333 barov, 201 obchodov
  260000/1940333 barov, 210 obchodov
  280000/1940333 barov, 227 obchodov
  300000/1940333 barov, 242 obchodov
  320000/1940333 barov, 259 obchodov
  340000/1940333 barov, 277 obchodov
  360000/1940333 barov, 291 obchodov
  380000/1940333 barov, 313 obchodov
  400000/1940333 barov, 338 obchodov
  420000/1940333 barov, 351 obchodov
  440000/1940333 barov, 365 obchodov
  460000/1940333 barov, 383 obchodov
  480000/1940333 barov, 399 obchodov
  500000/1940333 barov, 412 obchodov
  520000/1940333 barov, 435 obchodov
  540000/1940333 barov, 448 obchodov
  560000/1940333 barov, 465 obchodov
  580000/1940333 barov, 483 obchodov
  600000/1940333 barov, 505 obchodov
  620000/1940333 barov, 531 obchodov
  640000/1940333 barov, 544 obchodov
  660000/1940333 barov, 564 obchodov
  680000/1940333 barov, 582 obchodov
  700000/1940333 barov, 601 obchodov
  720000/1940333 barov, 618 obchodov
  740000/1940333 barov, 627 obchodov
  760000/1940333 barov, 646 obchodov
  780000/1940333 barov, 659 obchodov
  800000/1940333 barov, 669 obchodov
  820000/1940333 barov, 682 obchodov
  840000/1940333 barov, 695 obchodov
  860000/1940333 barov, 717 obchodov
  880000/1940333 barov, 736 obchodov
  900000/1940333 barov, 754 obchodov
  920000/1940333 barov, 767 obchodov
  940000/1940333 barov, 788 obchodov
  960000/1940333 barov, 806 obchodov
  980000/1940333 barov, 825 obchodov
  1000000/1940333 barov, 840 obchodov
  1020000/1940333 barov, 854 obchodov
  1040000/1940333 barov, 868 obchodov
  1060000/1940333 barov, 889 obchodov
  1080000/1940333 barov, 907 obchodov
  1100000/1940333 barov, 927 obchodov
  1120000/1940333 barov, 948 obchodov
  1140000/1940333 barov, 964 obchodov
  1160000/1940333 barov, 982 obchodov
  1180000/1940333 barov, 999 obchodov
  1200000/1940333 barov, 1022 obchodov
  1220000/1940333 barov, 1043 obchodov
  1240000/1940333 barov, 1067 obchodov
  1260000/1940333 barov, 1095 obchodov
  1280000/1940333 barov, 1115 obchodov
  1300000/1940333 barov, 1130 obchodov
  1320000/1940333 barov, 1142 obchodov
  1340000/1940333 barov, 1158 obchodov
  1360000/1940333 barov, 1183 obchodov
  1380000/1940333 barov, 1205 obchodov
  1400000/1940333 barov, 1216 obchodov
  1420000/1940333 barov, 1233 obchodov
  1440000/1940333 barov, 1253 obchodov
  1460000/1940333 barov, 1272 obchodov
  1480000/1940333 barov, 1296 obchodov
  1500000/1940333 barov, 1310 obchodov
  1520000/1940333 barov, 1334 obchodov
  1540000/1940333 barov, 1358 obchodov
  1560000/1940333 barov, 1375 obchodov
  1580000/1940333 barov, 1399 obchodov
  1600000/1940333 barov, 1418 obchodov
  1620000/1940333 barov, 1432 obchodov
  1640000/1940333 barov, 1458 obchodov
  1660000/1940333 barov, 1476 obchodov
  1680000/1940333 barov, 1488 obchodov
  1700000/1940333 barov, 1509 obchodov
  1720000/1940333 barov, 1528 obchodov
  1740000/1940333 barov, 1543 obchodov
  1760000/1940333 barov, 1556 obchodov
  1780000/1940333 barov, 1573 obchodov
  1800000/1940333 barov, 1590 obchodov
  1820000/1940333 barov, 1600 obchodov
  1840000/1940333 barov, 1627 obchodov
  1860000/1940333 barov, 1650 obchodov
  1880000/1940333 barov, 1671 obchodov
  1900000/1940333 barov, 1688 obchodov
  1920000/1940333 barov, 1709 obchodov
  1940000/1940333 barov, 1732 obchodov
hotovo: 1732 obchodov, nerozhodnutelnych minut 0
kresby: {'imb_box': 290068, 'swing': 232938, 'structure': 188212, 'session': 4494, 'sd_zone_pre': 25266, 'sd_zone_post': 25266, 'tp_box': 2189, 'sl_box': 2189, 'expired': 448, 'liq_sweep': 16062, 'skip': 2272, 'sr_golden': 6, 'sr_level': 2}
