$ emulator MultiCharts BTCUSDT.P 2m 20250904-20260904 (BTC_USDT_USDT-1m-futures.feather)
emulacia MultiCharts: 262800 barov 2m, 525600 1m, 0 HTF
  20000/262800 barov, 131 obchodov
  40000/262800 barov, 263 obchodov
  60000/262800 barov, 404 obchodov
  80000/262800 barov, 543 obchodov
  100000/262800 barov, 677 obchodov
  120000/262800 barov, 820 obchodov
  140000/262800 barov, 953 obchodov
  160000/262800 barov, 1097 obchodov
  180000/262800 barov, 1235 obchodov
  200000/262800 barov, 1377 obchodov
  220000/262800 barov, 1506 obchodov
  240000/262800 barov, 1646 obchodov
  260000/262800 barov, 1795 obchodov
hotovo: 1816 obchodov, nerozhodnutelnych minut 2
kresby: {'orb_box': 522, 'orb_high': 522, 'orb_low': 522, 'orb_entry': 1816}
