$ emulator MultiCharts BTCUSDT.P 2m 20250904-20260904 (BTC_USDT_USDT-1m-futures.feather)
emulacia MultiCharts: 262800 barov 2m, 525600 1m, 0 HTF
  20000/262800 barov, 82 obchodov
  40000/262800 barov, 168 obchodov
  60000/262800 barov, 268 obchodov
  80000/262800 barov, 355 obchodov
  100000/262800 barov, 443 obchodov
  120000/262800 barov, 532 obchodov
  140000/262800 barov, 624 obchodov
  160000/262800 barov, 713 obchodov
  180000/262800 barov, 797 obchodov
  200000/262800 barov, 889 obchodov
  220000/262800 barov, 969 obchodov
  240000/262800 barov, 1049 obchodov
  260000/262800 barov, 1146 obchodov
hotovo: 1162 obchodov, nerozhodnutelnych minut 0
kresby: {'orb_box': 522, 'orb_high': 522, 'orb_low': 522, 'orb_entry': 1162}
