$ emulator MultiCharts BTCUSDT.P 2m 20250904-20260904 (BTC_USDT_USDT-1m-futures.feather)
emulacia MultiCharts: 262800 barov 2m, 525600 1m, 0 HTF
  20000/262800 barov, 114 obchodov
  40000/262800 barov, 238 obchodov
  60000/262800 barov, 362 obchodov
  80000/262800 barov, 480 obchodov
  100000/262800 barov, 596 obchodov
  120000/262800 barov, 720 obchodov
  140000/262800 barov, 830 obchodov
  160000/262800 barov, 958 obchodov
  180000/262800 barov, 1079 obchodov
  200000/262800 barov, 1200 obchodov
  220000/262800 barov, 1314 obchodov
  240000/262800 barov, 1432 obchodov
  260000/262800 barov, 1559 obchodov
hotovo: 1579 obchodov, nerozhodnutelnych minut 20
kresby: {'orb_box': 522, 'orb_high': 522, 'orb_low': 522, 'orb_entry': 1579}
