$ emulator MultiCharts BTCUSDT.P 2m 20250904-20260904 (BTC_USDT_USDT-1m-futures.feather)
emulacia MultiCharts: 262800 barov 2m, 525600 1m, 0 HTF
  20000/262800 barov, 125 obchodov
  40000/262800 barov, 258 obchodov
  60000/262800 barov, 394 obchodov
  80000/262800 barov, 524 obchodov
  100000/262800 barov, 652 obchodov
  120000/262800 barov, 793 obchodov
  140000/262800 barov, 922 obchodov
  160000/262800 barov, 1066 obchodov
  180000/262800 barov, 1198 obchodov
  200000/262800 barov, 1323 obchodov
  220000/262800 barov, 1447 obchodov
  240000/262800 barov, 1575 obchodov
  260000/262800 barov, 1716 obchodov
hotovo: 1738 obchodov, nerozhodnutelnych minut 1
kresby: {'orb_box': 522, 'orb_high': 522, 'orb_low': 522, 'orb_entry': 1738}
