$ emulator MultiCharts NAS100 3m 20210103-20260904 (NAS100_USD-1m.feather)
emulacia MultiCharts: 646995 barov 3m, 1940333 1m, 646995 HTF
  20000/646995 barov, 13 obchodov
  40000/646995 barov, 32 obchodov
  60000/646995 barov, 48 obchodov
  80000/646995 barov, 54 obchodov
  100000/646995 barov, 71 obchodov
  120000/646995 barov, 95 obchodov
  140000/646995 barov, 135 obchodov
  160000/646995 barov, 159 obchodov
  180000/646995 barov, 174 obchodov
  200000/646995 barov, 205 obchodov
  220000/646995 barov, 222 obchodov
  240000/646995 barov, 244 obchodov
  260000/646995 barov, 261 obchodov
  280000/646995 barov, 277 obchodov
  300000/646995 barov, 290 obchodov
  320000/646995 barov, 308 obchodov
  340000/646995 barov, 319 obchodov
  360000/646995 barov, 336 obchodov
  380000/646995 barov, 356 obchodov
  400000/646995 barov, 370 obchodov
  420000/646995 barov, 393 obchodov
  440000/646995 barov, 414 obchodov
  460000/646995 barov, 426 obchodov
  480000/646995 barov, 448 obchodov
  500000/646995 barov, 486 obchodov
  520000/646995 barov, 509 obchodov
  540000/646995 barov, 519 obchodov
  560000/646995 barov, 543 obchodov
  580000/646995 barov, 562 obchodov
  600000/646995 barov, 588 obchodov
  620000/646995 barov, 623 obchodov
  640000/646995 barov, 660 obchodov
hotovo: 674 obchodov, nerozhodnutelnych minut 2
kresby: {'imb_box': 55754, 'swing': 77636, 'structure': 62446, 'session': 4415, 'sd_zone_pre': 34507, 'sd_zone_post': 34507, 'liq_sweep': 8960, 'tp_box': 877, 'sl_box': 877, 'expired': 195, 'skip': 37, 'sr_level': 8, 'sr_golden': 6}
