$ emulator MultiCharts BTCUSDT.P 2m 20250904-20260904 (BTC_USDT_USDT-1m-futures.feather)
emulacia MultiCharts: 262800 barov 2m, 525600 1m, 0 HTF
  20000/262800 barov, 109 obchodov
  40000/262800 barov, 238 obchodov
  60000/262800 barov, 344 obchodov
  80000/262800 barov, 476 obchodov
  100000/262800 barov, 591 obchodov
  120000/262800 barov, 719 obchodov
  140000/262800 barov, 829 obchodov
  160000/262800 barov, 948 obchodov
  180000/262800 barov, 1063 obchodov
  200000/262800 barov, 1197 obchodov
  220000/262800 barov, 1316 obchodov
  240000/262800 barov, 1432 obchodov
  260000/262800 barov, 1535 obchodov
hotovo: 1553 obchodov, nerozhodnutelnych minut 1
kresby: {'orb_box': 730, 'orb_high': 730, 'orb_low': 730, 'orb_entry': 1553}
