$ emulator MultiCharts NAS100 3m 20210103-20260904 (NAS100_USD-1m.feather)
emulacia MultiCharts: 646995 barov 3m, 1940333 1m, 33457 HTF
  20000/646995 barov, 0 obchodov
  40000/646995 barov, 2 obchodov
  60000/646995 barov, 4 obchodov
  80000/646995 barov, 4 obchodov
  100000/646995 barov, 4 obchodov
  120000/646995 barov, 6 obchodov
  140000/646995 barov, 8 obchodov
  160000/646995 barov, 11 obchodov
  180000/646995 barov, 11 obchodov
  200000/646995 barov, 13 obchodov
  220000/646995 barov, 14 obchodov
  240000/646995 barov, 14 obchodov
  260000/646995 barov, 14 obchodov
  280000/646995 barov, 14 obchodov
  300000/646995 barov, 16 obchodov
  320000/646995 barov, 17 obchodov
  340000/646995 barov, 17 obchodov
  360000/646995 barov, 20 obchodov
  380000/646995 barov, 21 obchodov
  400000/646995 barov, 22 obchodov
  420000/646995 barov, 23 obchodov
  440000/646995 barov, 24 obchodov
  460000/646995 barov, 25 obchodov
  480000/646995 barov, 25 obchodov
  500000/646995 barov, 25 obchodov
  520000/646995 barov, 25 obchodov
  540000/646995 barov, 25 obchodov
  560000/646995 barov, 25 obchodov
  580000/646995 barov, 25 obchodov
  600000/646995 barov, 26 obchodov
  620000/646995 barov, 27 obchodov
  640000/646995 barov, 28 obchodov
hotovo: 28 obchodov, nerozhodnutelnych minut 0
kresby: {'imb_box': 109719, 'swing': 77636, 'structure': 62446, 'session': 4411, 'liq_sweep': 8960, 'sd_zone_pre': 1240, 'sd_zone_post': 1240, 'tp_box': 35, 'sl_box': 35, 'expired': 7, 'skip': 26, 'sr_level': 8, 'sr_golden': 6}
