$ emulator MultiCharts NAS100 3m 20210103-20260904 (NAS100_USD-1m.feather)
emulacia MultiCharts: 646995 barov 3m, 1940333 1m, 646995 HTF
  20000/646995 barov, 4 obchodov
  40000/646995 barov, 8 obchodov
  60000/646995 barov, 11 obchodov
  80000/646995 barov, 13 obchodov
  100000/646995 barov, 17 obchodov
  120000/646995 barov, 18 obchodov
  140000/646995 barov, 22 obchodov
  160000/646995 barov, 26 obchodov
  180000/646995 barov, 29 obchodov
  200000/646995 barov, 34 obchodov
  220000/646995 barov, 38 obchodov
  240000/646995 barov, 44 obchodov
  260000/646995 barov, 45 obchodov
  280000/646995 barov, 48 obchodov
  300000/646995 barov, 52 obchodov
  320000/646995 barov, 55 obchodov
  340000/646995 barov, 61 obchodov
  360000/646995 barov, 62 obchodov
  380000/646995 barov, 66 obchodov
  400000/646995 barov, 72 obchodov
  420000/646995 barov, 74 obchodov
  440000/646995 barov, 78 obchodov
  460000/646995 barov, 79 obchodov
  480000/646995 barov, 85 obchodov
  500000/646995 barov, 90 obchodov
  520000/646995 barov, 92 obchodov
  540000/646995 barov, 95 obchodov
  560000/646995 barov, 99 obchodov
  580000/646995 barov, 107 obchodov
  600000/646995 barov, 114 obchodov
  620000/646995 barov, 121 obchodov
  640000/646995 barov, 126 obchodov
hotovo: 130 obchodov, nerozhodnutelnych minut 1
kresby: {'swing': 77636, 'structure': 62446, 'imb_box': 38446, 'session': 2944, 'sd_zone_pre': 24995, 'sd_zone_post': 24995, 'liq_sweep': 8960, 'tp_box': 154, 'sl_box': 154, 'expired': 23, 'sr_level': 8, 'sr_golden': 6}
