$ emulator MultiCharts MNQ 3m 20190505-20260910 (MNQ_USD-1m.feather)
emulacia MultiCharts: 865262 barov 3m, 2591788 1m, 865262 HTF
  20000/865262 barov, 6 obchodov
  40000/865262 barov, 15 obchodov
  60000/865262 barov, 16 obchodov
  80000/865262 barov, 19 obchodov
  100000/865262 barov, 32 obchodov
  120000/865262 barov, 52 obchodov
  140000/865262 barov, 66 obchodov
  160000/865262 barov, 87 obchodov
  180000/865262 barov, 107 obchodov
  200000/865262 barov, 112 obchodov
  220000/865262 barov, 137 obchodov
  240000/865262 barov, 160 obchodov
  260000/865262 barov, 170 obchodov
  280000/865262 barov, 175 obchodov
  300000/865262 barov, 183 obchodov
  320000/865262 barov, 204 obchodov
  340000/865262 barov, 234 obchodov
  360000/865262 barov, 265 obchodov
  380000/865262 barov, 287 obchodov
  400000/865262 barov, 302 obchodov
  420000/865262 barov, 323 obchodov
  440000/865262 barov, 342 obchodov
  460000/865262 barov, 361 obchodov
  480000/865262 barov, 372 obchodov
  500000/865262 barov, 384 obchodov
  520000/865262 barov, 395 obchodov
  540000/865262 barov, 406 obchodov
  560000/865262 barov, 412 obchodov
  580000/865262 barov, 421 obchodov
  600000/865262 barov, 430 obchodov
  620000/865262 barov, 444 obchodov
  640000/865262 barov, 457 obchodov
  660000/865262 barov, 469 obchodov
  680000/865262 barov, 484 obchodov
  700000/865262 barov, 509 obchodov
  720000/865262 barov, 519 obchodov
  740000/865262 barov, 523 obchodov
  760000/865262 barov, 528 obchodov
  780000/865262 barov, 542 obchodov
  800000/865262 barov, 556 obchodov
  820000/865262 barov, 574 obchodov
  840000/865262 barov, 592 obchodov
  860000/865262 barov, 602 obchodov
hotovo: 605 obchodov, nerozhodnutelnych minut 0
kresby: {'imb_box': 42214, 'structure': 81254, 'swing': 105075, 'session': 3859, 'sd_zone_pre': 37052, 'sd_zone_post': 37052, 'skip': 1222, 'liq_sweep': 11798, 'tp_box': 769, 'sl_box': 769, 'expired': 164, 'sr_level': 8, 'sr_golden': 6}
