$ emulator MultiCharts MNQ 3m 20190505-20260910 (MNQ_USD-1m.feather)
emulacia MultiCharts: 865262 barov 3m, 2591788 1m, 865262 HTF
  20000/865262 barov, 4 obchodov
  40000/865262 barov, 14 obchodov
  60000/865262 barov, 17 obchodov
  80000/865262 barov, 20 obchodov
  100000/865262 barov, 46 obchodov
  120000/865262 barov, 106 obchodov
  140000/865262 barov, 130 obchodov
  160000/865262 barov, 152 obchodov
  180000/865262 barov, 183 obchodov
  200000/865262 barov, 193 obchodov
  220000/865262 barov, 228 obchodov
  240000/865262 barov, 245 obchodov
  260000/865262 barov, 253 obchodov
  280000/865262 barov, 256 obchodov
  300000/865262 barov, 273 obchodov
  320000/865262 barov, 303 obchodov
  340000/865262 barov, 354 obchodov
  360000/865262 barov, 405 obchodov
  380000/865262 barov, 448 obchodov
  400000/865262 barov, 483 obchodov
  420000/865262 barov, 519 obchodov
  440000/865262 barov, 540 obchodov
  460000/865262 barov, 567 obchodov
  480000/865262 barov, 574 obchodov
  500000/865262 barov, 589 obchodov
  520000/865262 barov, 603 obchodov
  540000/865262 barov, 612 obchodov
  560000/865262 barov, 619 obchodov
  580000/865262 barov, 636 obchodov
  600000/865262 barov, 649 obchodov
  620000/865262 barov, 668 obchodov
  640000/865262 barov, 689 obchodov
  660000/865262 barov, 698 obchodov
  680000/865262 barov, 720 obchodov
  700000/865262 barov, 771 obchodov
  720000/865262 barov, 800 obchodov
  740000/865262 barov, 810 obchodov
  760000/865262 barov, 817 obchodov
  780000/865262 barov, 847 obchodov
  800000/865262 barov, 875 obchodov
  820000/865262 barov, 904 obchodov
  840000/865262 barov, 942 obchodov
  860000/865262 barov, 972 obchodov
hotovo: 975 obchodov, nerozhodnutelnych minut 1
kresby: {'imb_box': 25393, 'structure': 81254, 'swing': 105075, 'session': 10633, 'sd_zone_pre': 96244, 'sd_zone_post': 96244, 'adx_state': 43421, 'skip': 4023, 'tp_box': 1214, 'sl_box': 1214, 'expired': 239, 'liq_sweep': 5742, 'sr_level': 8, 'sr_golden': 6}
