$ C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\.venv\Scripts\python.exe -m tester.ftrun backtesting --config C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\deploy\freqtrade\config.tester.cfd.json --userdir C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\deploy\freqtrade\user_data --strategy IBSImbalanceStrategy --cache none --export trades --timerange 20250904-20260904 --pairs MNQ/USD --timeframe 3m --dry-run-wallet 10000.0 --fee 0.0 --datadir C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\data\tester\databento\futures
2026-09-16 23:03:32,843 - freqtrade - INFO - freqtrade 2026.8
2026-09-16 23:03:33,461 - freqtrade.configuration.load_config - INFO - Using config: C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\deploy\freqtrade\config.tester.cfd.json ...
2026-09-16 23:03:33,463 - freqtrade.loggers - INFO - Enabling colorized output.
2026-09-16 23:03:33,463 - freqtrade.loggers - INFO - Logfile configured
… (skrátené) …
2026-09-16 23:03:33,467 - freqtrade.exchange.check_exchange - WARNING - Exchange "tester" is known to the ccxt library, available for the bot, but not officially supported by the Freqtrade development
2026-09-16 23:03:33,526 - freqtrade.resolvers.iresolver - INFO - Using resolved strategy IBSImbalanceStrategy from 
'C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\deploy\freqtrade\user_data\strategies\IBSImbalanceStrategy.py'...
C:\Users\Lenovo\Documents\_Documents\_workplace\git\imbalance_strategy\deploy\freqtrade\user_data\strategies\IBSImbalanceStrategy.json
2026-09-16 23:03:33,534 - tradebot.adapters.freqtrade.base - WARNING - ibs config: engMinRangePoints, ewMinWavePoints, liqSweepMinWick, minImbSizePoints, pbMinRangePoints, srClusterPoints sú v 
2026-09-16 23:03:34,145 - tradebot.strategies.ibs.freqtrade - WARNING - IBS: spotový trh — tradeDirection Both sa zužuje na longy
2026-09-16 23:03:34,804 - freqtrade.optimize.backtesting - INFO - Running backtesting for Strategy IBSImbalanceStrategy
2026-09-16 23:03:48,393 - tradebot.strategies.ibs.freqtrade - INFO - IBS MNQ/USD: 175501 barov, 175501 HTF barov, 75 zon, 482 signalov (254 long / 228 short)
2026-09-16 23:03:48,953 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 448632.75 na 9900.00 (2.2% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku neuplatni 
2026-09-16 23:03:48,962 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 712440.00 na 9900.00 (1.4% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku neuplatni 
2026-09-16 23:03:48,966 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 736800.25 na 9900.00 (1.3% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku neuplatni 
2026-09-16 23:03:48,970 - tradebot.adapters.freqtrade.base - WARNING - ibs MNQ/USD: stake orezany z 263323.50 na 9900.00 (3.8% z chceneho). Limit rizika na obchod sa pri tomto SL a zostatku neuplatni 
