$ emulator MultiCharts NAS100 3m 20210103-20260904 (NAS100_USD-1m.feather)
emulacia MultiCharts: 646995 barov 3m, 1940333 1m, 646995 HTF
  20000/646995 barov, 11 obchodov
  40000/646995 barov, 21 obchodov
  60000/646995 barov, 31 obchodov
  80000/646995 barov, 42 obchodov
  100000/646995 barov, 51 obchodov
  120000/646995 barov, 58 obchodov
  140000/646995 barov, 80 obchodov
  160000/646995 barov, 90 obchodov
  180000/646995 barov, 100 obchodov
  200000/646995 barov, 108 obchodov
  220000/646995 barov, 117 obchodov
  240000/646995 barov, 130 obchodov
  260000/646995 barov, 136 obchodov
  280000/646995 barov, 143 obchodov
  300000/646995 barov, 152 obchodov
  320000/646995 barov, 160 obchodov
  340000/646995 barov, 175 obchodov
  360000/646995 barov, 187 obchodov
  380000/646995 barov, 196 obchodov
  400000/646995 barov, 210 obchodov
  420000/646995 barov, 224 obchodov
  440000/646995 barov, 237 obchodov
  460000/646995 barov, 247 obchodov
  480000/646995 barov, 259 obchodov
  500000/646995 barov, 272 obchodov
  520000/646995 barov, 277 obchodov
  540000/646995 barov, 292 obchodov
  560000/646995 barov, 303 obchodov
  580000/646995 barov, 317 obchodov
  600000/646995 barov, 330 obchodov
  620000/646995 barov, 349 obchodov
  640000/646995 barov, 362 obchodov
hotovo: 369 obchodov, nerozhodnutelnych minut 0
kresby: {'imb_box': 55754, 'swing': 77636, 'structure': 62446, 'session': 2952, 'sd_zone_pre': 26310, 'sd_zone_post': 26310, 'liq_sweep': 8960, 'tp_box': 488, 'sl_box': 488, 'expired': 119, 'skip': 565, 'sr_level': 8, 'sr_golden': 6}
